ID,SET_REVIEW_APPROVE_GANG__C,MAILING_CONFIRMED_DATE__C,MAILING_CONFIRMED_STATUS__C
a02d0000005WE3EAAW,11/15/12,11/15/12,Confirmed
a02d0000005WE3FAAW,5/24/12,5/24/12,Confirmed
a02d0000005WE3GAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE3HAAW,4/20/12,4/20/12,Confirmed
a02d0000005WE3JAAW,3/16/12,3/16/12,Confirmed
a02d0000005WE54AAG,4/13/12,4/13/12,Confirmed
a02d0000005WE55AAG,9/9/11,9/9/11,Confirmed
a02d0000005WE56AAG,9/16/11,9/16/11,Confirmed
a02d0000005WE57AAG,8/23/11,8/23/11,Confirmed
a02d0000005WE59AAG,12/22/11,12/22/11,Confirmed
a02d0000005WE5AAAW,9/14/12,9/14/12,Confirmed
a02d0000005WE71AAG,9/1/11,9/1/11,Confirmed
a02d0000005WE72AAG,10/3/11,10/3/11,Confirmed
a02d0000005WE73AAG,4/27/12,4/27/12,Confirmed
a02d0000005WE74AAG,9/23/11,9/23/11,Confirmed
a02d0000005WE75AAG,1/27/12,1/27/12,Confirmed
a02d0000005WE76AAG,9/23/11,9/23/11,Confirmed
a02d0000005WE8FAAW,5/24/12,5/24/12,Confirmed
a02d0000005WE8GAAW,4/13/12,4/13/12,Confirmed
a02d0000005WE8HAAW,6/28/12,6/28/12,Confirmed
a02d0000005WE8IAAW,8/10/12,8/10/12,Confirmed
a02d0000005WE8NAAW,6/25/12,6/25/12,Confirmed
a02d0000005WE9RAAW,8/3/12,8/3/12,Confirmed
a02d0000005WE9SAAW,3/23/12,3/23/12,Confirmed
a02d0000005WE9UAAW,3/9/12,3/9/12,Confirmed
a02d0000005WE9WAAW,4/6/12,4/6/12,Confirmed
a02d0000005WE9XAAW,1/20/12,1/20/12,Confirmed
a02d0000005WEBiAAO,2/17/12,2/17/12,Confirmed
a02d0000005WEBjAAO,4/19/12,4/19/12,Confirmed
a02d0000005WEBkAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEBlAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEBmAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEBnAAO,3/30/12,3/30/12,Confirmed
a02d0000005WEDVAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEDWAA4,4/20/12,4/20/12,Confirmed
a02d0000005WEDYAA4,11/18/11,11/18/11,Confirmed
a02d0000005WEDZAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEFGAA4,1/14/11,1/14/11,Confirmed
a02d0000005WEFHAA4,8/30/11,8/30/11,Confirmed
a02d0000005WEFIAA4,11/9/10,11/9/10,Confirmed
a02d0000005WEFJAA4,8/30/11,8/30/11,Confirmed
a02d0000005WEFKAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEFLAA4,11/22/11,11/22/11,Confirmed
a02d0000005WEH7AAO,10/25/11,10/25/11,Confirmed
a02d0000005WEHAAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEHBAA4,11/29/11,11/29/11,Confirmed
a02d0000005WEHCAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEIuAAO,2/17/12,2/17/12,Confirmed
a02d0000005WEIvAAO,8/10/12,8/10/12,Confirmed
a02d0000005WEIxAAO,11/18/11,11/18/11,Confirmed
a02d0000005WEIyAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEJ1AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEKyAAO,9/22/10,9/22/10,Confirmed
a02d0000005WEL0AAO,11/9/10,11/9/10,Confirmed
a02d0000005WEL1AAO,12/8/10,12/8/10,Confirmed
a02d0000005WEL2AAO,6/29/11,6/29/11,Confirmed
a02d0000005WEL3AAO,12/28/10,12/28/10,Confirmed
a02d0000005WEL4AAO,2/23/11,2/23/11,Confirmed
a02d0000005WEL5AAO,12/1/10,12/1/10,Confirmed
a02d0000005WEMrAAO,6/29/11,6/29/11,Confirmed
a02d0000005WEMsAAO,10/20/10,10/20/10,Confirmed
a02d0000005WEMtAAO,1/29/11,1/29/11,Confirmed
a02d0000005WEMuAAO,11/9/10,11/9/10,Confirmed
a02d0000005WEMvAAO,1/21/11,1/21/11,Confirmed
a02d0000005WEMwAAO,6/13/11,6/13/11,Confirmed
a02d0000005WEOfAAO,3/23/12,3/23/12,Confirmed
a02d0000005WEOgAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEOhAAO,2/10/12,2/10/12,Confirmed
a02d0000005WEOiAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEOjAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEOkAAO,1/14/11,1/14/11,Confirmed
a02d0000005WEOlAAO,7/20/12,7/20/12,Confirmed
a02d0000005WEQgAAO,5/24/12,5/24/12,Confirmed
a02d0000005WEQoAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEQpAAO,4/27/12,4/27/12,Confirmed
a02d0000005WESWAA4,7/13/12,7/13/12,Confirmed
a02d0000005WESXAA4,4/27/12,4/27/12,Confirmed
a02d0000005WESYAA4,7/20/12,7/20/12,Confirmed
a02d0000005WESZAA4,2/17/12,2/17/12,Confirmed
a02d0000005WESbAAO,7/6/12,7/6/12,Confirmed
a02d0000005WEScAAO,7/13/12,7/13/12,Confirmed
a02d0000005WESdAAO,6/27/12,6/27/12,Confirmed
a02d0000005WESeAAO,4/13/12,4/13/12,Confirmed
a02d0000005WEUjAAO,5/25/12,5/25/12,Confirmed
a02d0000005WEUkAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEUlAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEUmAAO,5/25/12,5/25/12,Confirmed
a02d0000005WEUoAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEUpAAO,3/16/12,3/16/12,Confirmed
a02d0000005WDzqAAG,11/18/11,11/18/11,Confirmed
a02d0000005WDzrAAG,6/29/11,6/29/11,Confirmed
a02d0000005WDzsAAG,3/2/12,3/2/12,Confirmed
a02d0000005WDzuAAG,10/10/11,10/10/11,Confirmed
a02d0000005WDzvAAG,6/13/11,6/13/11,Confirmed
a02d0000005WE1UAAW,2/28/11,2/28/11,Confirmed
a02d0000005WE1XAAW,3/24/11,3/24/11,Confirmed
a02d0000005WE1YAAW,3/18/11,3/18/11,Confirmed
a02d0000005WE3KAAW,1/27/12,1/27/12,Confirmed
a02d0000005WE3MAAW,5/11/12,5/11/12,Confirmed
a02d0000005WE3NAAW,2/10/12,2/10/12,Confirmed
a02d0000005WE3QAAW,3/9/12,3/9/12,Confirmed
a02d0000005WE5BAAW,6/27/12,6/27/12,Confirmed
a02d0000005WE5DAAW,9/9/11,9/9/11,Confirmed
a02d0000005WE5EAAW,10/3/11,10/3/11,Confirmed
a02d0000005WE5FAAW,12/22/11,12/22/11,Confirmed
a02d0000005WE5GAAW,9/16/11,9/16/11,Confirmed
a02d0000005WE78AAG,9/23/11,9/23/11,Confirmed
a02d0000005WE79AAG,9/23/11,9/23/11,Confirmed
a02d0000005WE7CAAW,9/22/11,9/22/11,Confirmed
a02d0000005WE7EAAW,11/3/11,11/3/11,Confirmed
a02d0000005WE8RAAW,2/10/12,2/10/12,Confirmed
a02d0000005WE8SAAW,5/11/12,5/11/12,Confirmed
a02d0000005WE8TAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE9bAAG,7/9/12,7/9/12,Confirmed
a02d0000005WE9cAAG,4/19/12,4/19/12,Confirmed
a02d0000005WE9dAAG,5/24/12,5/24/12,Confirmed
a02d0000005WE9fAAG,4/13/12,4/13/12,Confirmed
a02d0000005WE9gAAG,7/30/12,7/30/12,Confirmed
a02d0000005WEBpAAO,7/6/12,7/6/12,Confirmed
a02d0000005WEBqAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEBtAAO,6/4/12,6/4/12,Confirmed
a02d0000005WEBvAAO,2/25/12,2/25/12,Confirmed
a02d0000005WEBwAAO,10/10/11,10/10/11,Confirmed
a02d0000005WEDbAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEDcAAO,1/20/12,1/20/12,Confirmed
a02d0000005WEDeAAO,10/25/12,10/25/12,Confirmed
a02d0000005WEDfAAO,9/1/11,9/1/11,Confirmed
a02d0000005WEDhAAO,10/10/11,10/10/11,Confirmed
a02d0000005WEFOAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEFPAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEFSAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEFTAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEHFAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEHHAA4,10/28/11,10/28/11,Confirmed
a02d0000005WEHJAA4,3/7/11,3/7/11,Confirmed
a02d0000005WEHKAA4,5/6/11,5/6/11,Confirmed
a02d0000005WEHLAA4,3/7/11,3/7/11,Confirmed
a02d0000005WEJ2AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEJ4AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEJ5AAO,7/16/11,7/16/11,Confirmed
a02d0000005WEJ6AAO,10/21/11,10/21/11,Confirmed
a02d0000005WEJ7AAO,1/6/12,1/6/12,Confirmed
a02d0000005WEJ8AAO,10/28/11,10/28/11,Confirmed
a02d0000005WEL6AAO,10/10/11,10/10/11,Confirmed
a02d0000005WEL7AAO,9/22/10,9/22/10,Confirmed
a02d0000005WEL8AAO,4/15/11,4/15/11,Confirmed
a02d0000005WELAAA4,11/9/10,11/9/10,Confirmed
a02d0000005WELBAA4,4/8/11,4/8/11,Confirmed
a02d0000005WEMxAAO,3/24/11,3/24/11,Confirmed
a02d0000005WEMyAAO,4/6/11,4/6/11,Confirmed
a02d0000005WEN0AAO,8/26/11,8/26/11,Confirmed
a02d0000005WEN1AAO,10/28/11,10/28/11,Confirmed
a02d0000005WEOmAAO,8/10/12,8/10/12,Confirmed
a02d0000005WEOnAAO,2/10/11,2/10/11,Confirmed
a02d0000005WEOpAAO,12/1/10,12/1/10,Confirmed
a02d0000005WEOqAAO,12/27/10,12/27/10,Confirmed
a02d0000005WEOrAAO,5/21/11,5/21/11,Confirmed
a02d0000005WEQqAAO,6/28/12,6/28/12,Confirmed
a02d0000005WEQtAAO,4/27/12,4/27/12,Confirmed
a02d0000005WEQyAAO,3/16/12,3/16/12,Confirmed
a02d0000005WESgAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEShAAO,4/27/12,4/27/12,Confirmed
a02d0000005WESjAAO,4/27/12,4/27/12,Confirmed
a02d0000005WESkAAO,7/30/12,7/30/12,Confirmed
a02d0000005WESlAAO,6/4/12,6/4/12,Confirmed
a02d0000005WESoAAO,3/23/12,3/23/12,Confirmed
a02d0000005WEUqAAO,6/25/12,6/25/12,Confirmed
a02d0000005WEUsAAO,2/10/12,2/10/12,Confirmed
a02d0000005WEUtAAO,8/3/12,8/3/12,Confirmed
a02d0000005WEUwAAO,2/17/12,2/17/12,Confirmed
a02d0000005WEUyAAO,8/30/12,8/30/12,Confirmed
a02d0000005WDzwAAG,12/22/11,12/22/11,Confirmed
a02d0000005WDzxAAG,5/10/12,5/10/12,Confirmed
a02d0000005WDzyAAG,9/1/11,9/1/11,Confirmed
a02d0000005WDzzAAG,8/26/11,8/26/11,Confirmed
a02d0000005WE00AAG,8/15/11,8/15/11,Confirmed
a02d0000005WE01AAG,7/27/11,7/27/11,Confirmed
a02d0000005WE1bAAG,4/22/11,4/22/11,Confirmed
a02d0000005WE1cAAG,6/3/11,6/3/11,Confirmed
a02d0000005WE1eAAG,8/1/11,8/1/11,Confirmed
a02d0000005WE1fAAG,4/15/11,4/15/11,Confirmed
a02d0000005WE1gAAG,6/3/11,6/3/11,Confirmed
a02d0000005WE3RAAW,5/4/12,5/4/12,Confirmed
a02d0000005WE3TAAW,5/24/12,5/24/12,Confirmed
a02d0000005WE3VAAW,2/24/12,2/24/12,Confirmed
a02d0000005WE3WAAW,1/6/12,1/6/12,Confirmed
a02d0000005WE3XAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE5HAAW,9/23/11,9/23/11,Confirmed
a02d0000005WE5JAAW,4/19/12,4/19/12,Confirmed
a02d0000005WE5LAAW,3/9/12,3/9/12,Confirmed
a02d0000005WE5MAAW,5/11/12,5/11/12,Confirmed
a02d0000005WE5NAAW,10/3/11,10/3/11,Confirmed
a02d0000005WE7FAAW,10/10/11,10/10/11,Confirmed
a02d0000005WE7GAAW,5/24/12,5/24/12,Confirmed
a02d0000005WE7JAAW,10/28/11,10/28/11,Confirmed
a02d0000005WE7KAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE7LAAW,5/4/12,5/4/12,Confirmed
a02d0000005WE9hAAG,5/25/12,5/25/12,Confirmed
a02d0000005WE9jAAG,7/27/12,7/27/12,Confirmed
a02d0000005WE9kAAG,9/10/12,9/10/12,Confirmed
a02d0000005WE9oAAG,10/18/12,10/18/12,Confirmed
a02d0000005WE9pAAG,7/30/12,7/30/12,Confirmed
a02d0000005WE9qAAG,9/21/12,9/21/12,Confirmed
a02d0000005WEBxAAO,4/15/11,4/15/11,Confirmed
a02d0000005WEByAAO,6/29/11,6/29/11,Confirmed
a02d0000005WEBzAAO,8/1/11,8/1/11,Confirmed
a02d0000005WEC0AAO,1/6/12,1/6/12,Confirmed
a02d0000005WEC1AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEC2AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEDiAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEDjAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEDlAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEDmAAO,8/30/11,8/30/11,Confirmed
a02d0000005WEDnAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEDoAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEFUAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEFVAA4,10/28/11,10/28/11,Confirmed
a02d0000005WEFWAA4,8/24/12,8/24/12,Confirmed
a02d0000005WEFXAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEFYAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEFZAA4,9/22/11,9/22/11,Confirmed
a02d0000005WEFaAAO,9/23/11,9/23/11,Confirmed
a02d0000005WEHMAA4,5/6/11,5/6/11,Confirmed
a02d0000005WEHNAA4,3/11/11,3/11/11,Confirmed
a02d0000005WEHOAA4,4/8/11,4/8/11,Confirmed
a02d0000005WEHPAA4,7/16/11,7/16/11,Confirmed
a02d0000005WEHQAA4,5/2/11,5/2/11,Confirmed
a02d0000005WEHRAA4,3/11/11,3/11/11,Confirmed
a02d0000005WEHSAA4,3/18/11,3/18/11,Confirmed
a02d0000005WEJ9AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEJAAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEJBAA4,10/14/11,10/14/11,Confirmed
a02d0000005WEJCAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEJDAA4,11/18/11,11/18/11,Confirmed
a02d0000005WEJEAA4,3/30/12,3/30/12,Confirmed
a02d0000005WELDAA4,9/29/10,9/29/10,Confirmed
a02d0000005WELGAA4,11/1/10,11/1/10,Confirmed
a02d0000005WELHAA4,1/25/11,1/25/11,Confirmed
a02d0000005WELKAA4,5/2/11,5/2/11,Confirmed
a02d0000005WEN2AAO,6/17/11,6/17/11,Confirmed
a02d0000005WEN3AAO,5/6/11,5/6/11,Confirmed
a02d0000005WEN4AAO,6/29/11,6/29/11,Confirmed
a02d0000005WEN5AAO,5/16/11,5/16/11,Confirmed
a02d0000005WEOvAAO,10/18/12,10/18/12,Confirmed
a02d0000005WEOwAAO,3/18/11,3/18/11,Confirmed
a02d0000005WEOxAAO,2/4/11,2/4/11,Confirmed
a02d0000005WEOyAAO,5/18/11,5/18/11,Confirmed
a02d0000005WEOzAAO,1/10/11,1/10/11,Confirmed
a02d0000005WEP0AAO,8/15/11,8/15/11,Confirmed
a02d0000005WEQzAAO,4/13/12,4/13/12,Confirmed
a02d0000005WER1AAO,8/17/12,8/17/12,Confirmed
a02d0000005WER4AAO,8/30/12,8/30/12,Confirmed
a02d0000005WER5AAO,3/30/12,3/30/12,Confirmed
a02d0000005WESvAAO,6/28/12,6/28/12,Confirmed
a02d0000005WE02AAG,9/27/11,9/27/11,Confirmed
a02d0000005WE03AAG,4/6/12,4/6/12,Confirmed
a02d0000005WE04AAG,12/22/11,12/22/11,Confirmed
a02d0000005WE06AAG,6/8/11,6/8/11,Confirmed
a02d0000005WE1iAAG,9/7/12,9/7/12,Confirmed
a02d0000005WE1jAAG,6/17/11,6/17/11,Confirmed
a02d0000005WE1kAAG,1/21/11,1/21/11,Confirmed
a02d0000005WE1nAAG,4/8/11,4/8/11,Confirmed
a02d0000005WE3ZAAW,3/30/12,3/30/12,Confirmed
a02d0000005WE3aAAG,1/9/12,1/9/12,Confirmed
a02d0000005WE3bAAG,1/9/12,1/9/12,Confirmed
a02d0000005WE3fAAG,2/17/12,2/17/12,Confirmed
a02d0000005WE5OAAW,6/1/12,6/1/12,Confirmed
a02d0000005WE5PAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE5QAAW,10/28/11,10/28/11,Confirmed
a02d0000005WE5RAAW,3/2/12,3/2/12,Confirmed
a02d0000005WE5SAAW,6/27/12,6/27/12,Confirmed
a02d0000005WE5TAAW,9/16/11,9/16/11,Confirmed
a02d0000005WE5UAAW,1/6/12,1/6/12,Confirmed
a02d0000005WE7NAAW,4/27/12,4/27/12,Confirmed
a02d0000005WE7PAAW,6/4/12,6/4/12,Confirmed
a02d0000005WE7RAAW,12/22/11,12/22/11,Confirmed
a02d0000005WE7SAAW,8/15/11,8/15/11,Confirmed
a02d0000005WE7TAAW,8/15/11,8/15/11,Confirmed
a02d0000005WE7UAAW,8/30/11,8/30/11,Confirmed
a02d0000005WE9tAAG,4/27/12,4/27/12,Confirmed
a02d0000005WE9wAAG,5/11/12,5/11/12,Confirmed
a02d0000005WE9zAAG,7/20/12,7/20/12,Confirmed
a02d0000005WEC3AAO,10/21/11,10/21/11,Confirmed
a02d0000005WEC4AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEC5AAO,10/21/11,10/21/11,Confirmed
a02d0000005WEC6AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEC7AAO,11/18/11,11/18/11,Confirmed
a02d0000005WEC8AAO,8/24/12,8/24/12,Confirmed
a02d0000005WEC9AAO,9/16/11,9/16/11,Confirmed
a02d0000005WEDpAAO,5/25/12,5/25/12,Confirmed
a02d0000005WEDqAAO,8/17/12,8/17/12,Confirmed
a02d0000005WEDrAAO,8/24/12,8/24/12,Confirmed
a02d0000005WEDtAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEDuAAO,12/29/11,12/29/11,Confirmed
a02d0000005WEDvAAO,10/10/11,10/10/11,Confirmed
a02d0000005WEFbAAO,10/21/11,10/21/11,Confirmed
a02d0000005WEFcAAO,10/3/11,10/3/11,Confirmed
a02d0000005WEFdAAO,8/23/11,8/23/11,Confirmed
a02d0000005WEFeAAO,3/23/12,3/23/12,Confirmed
a02d0000005WEFfAAO,2/24/12,2/24/12,Confirmed
a02d0000005WEFgAAO,9/27/11,9/27/11,Confirmed
a02d0000005WEFhAAO,11/22/11,11/22/11,Confirmed
a02d0000005WEHTAA4,6/3/11,6/3/11,Confirmed
a02d0000005WEHUAA4,5/21/11,5/21/11,Confirmed
a02d0000005WEHWAA4,6/3/11,6/3/11,Confirmed
a02d0000005WEHXAA4,5/2/11,5/2/11,Confirmed
a02d0000005WEHYAA4,6/8/11,6/8/11,Confirmed
a02d0000005WEHZAA4,6/24/11,6/24/11,Confirmed
a02d0000005WEHaAAO,4/28/11,4/28/11,Confirmed
a02d0000005WEJFAA4,11/18/11,11/18/11,Confirmed
a02d0000005WEJGAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEJHAA4,12/22/11,12/22/11,Confirmed
a02d0000005WEJIAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEJJAA4,4/27/12,4/27/12,Confirmed
a02d0000005WEJKAA4,11/16/11,11/16/11,Confirmed
a02d0000005WELLAA4,4/28/11,4/28/11,Confirmed
a02d0000005WELMAA4,6/13/11,6/13/11,Confirmed
a02d0000005WEN8AAO,8/15/11,8/15/11,Confirmed
a02d0000005WEN9AAO,5/21/11,5/21/11,Confirmed
a02d0000005WENBAA4,4/28/11,4/28/11,Confirmed
a02d0000005WENCAA4,5/27/11,5/27/11,Confirmed
a02d0000005WENDAA4,8/1/11,8/1/11,Confirmed
a02d0000005WENEAA4,4/19/11,4/19/11,Confirmed
a02d0000005WEP4AAO,4/1/11,4/1/11,Confirmed
a02d0000005WEP5AAO,4/8/11,4/8/11,Confirmed
a02d0000005WEP6AAO,2/10/11,2/10/11,Confirmed
a02d0000005WER6AAO,3/9/12,3/9/12,Confirmed
a02d0000005WER8AAO,6/25/12,6/25/12,Confirmed
a02d0000005WER9AAO,3/16/12,3/16/12,Confirmed
a02d0000005WERDAA4,7/13/12,7/13/12,Confirmed
a02d0000005WEREAA4,7/6/12,7/6/12,Confirmed
a02d0000005WERFAA4,7/13/12,7/13/12,Confirmed
a02d0000005WET2AAO,3/23/12,3/23/12,Confirmed
a02d0000005WET3AAO,10/14/11,10/14/11,Confirmed
a02d0000005WET4AAO,9/9/11,9/9/11,Confirmed
a02d0000005WET5AAO,12/22/11,12/22/11,Confirmed
a02d0000005WE08AAG,6/13/11,6/13/11,Confirmed
a02d0000005WE09AAG,6/29/11,6/29/11,Confirmed
a02d0000005WE0AAAW,8/25/11,8/25/11,Confirmed
a02d0000005WE0BAAW,10/3/11,10/3/11,Confirmed
a02d0000005WE0CAAW,9/16/11,9/16/11,Confirmed
a02d0000005WE1tAAG,2/23/11,2/23/11,Confirmed
a02d0000005WE1uAAG,12/28/10,12/28/10,Confirmed
a02d0000005WE1vAAG,2/28/11,2/28/11,Confirmed
a02d0000005WE1wAAG,4/28/11,4/28/11,Confirmed
a02d0000005WE1xAAG,5/2/11,5/2/11,Confirmed
a02d0000005WE3gAAG,4/27/12,4/27/12,Confirmed
a02d0000005WE3hAAG,4/20/12,4/20/12,Confirmed
a02d0000005WE3iAAG,4/6/12,4/6/12,Confirmed
a02d0000005WE3lAAG,7/20/12,7/20/12,Confirmed
a02d0000005WE3nAAG,4/27/12,4/27/12,Confirmed
a02d0000005WE5WAAW,4/13/12,4/13/12,Confirmed
a02d0000005WE5XAAW,1/12/12,1/12/12,Confirmed
a02d0000005WE5ZAAW,5/4/12,5/4/12,Confirmed
a02d0000005WE5bAAG,4/6/12,4/6/12,Confirmed
a02d0000005WE7VAAW,8/26/11,8/26/11,Confirmed
a02d0000005WE7WAAW,10/3/11,10/3/11,Confirmed
a02d0000005WE7XAAW,12/29/11,12/29/11,Confirmed
a02d0000005WE7YAAW,9/16/11,9/16/11,Confirmed
a02d0000005WE7ZAAW,9/22/11,9/22/11,Confirmed
a02d0000005WE7aAAG,9/23/11,9/23/11,Confirmed
a02d0000005WEA3AAO,4/6/12,4/6/12,Confirmed
a02d0000005WEA4AAO,10/4/12,10/4/12,Confirmed
a02d0000005WEA6AAO,9/27/12,9/27/12,Confirmed
a02d0000005WEA7AAO,7/20/12,7/20/12,Confirmed
a02d0000005WEA9AAO,7/6/12,7/6/12,Confirmed
a02d0000005WEAAAA4,1/27/12,1/27/12,Confirmed
a02d0000005WEACAA4,8/3/12,8/3/12,Confirmed
a02d0000005WECBAA4,9/22/11,9/22/11,Confirmed
a02d0000005WECCAA4,10/3/11,10/3/11,Confirmed
a02d0000005WECDAA4,10/28/11,10/28/11,Confirmed
a02d0000005WECEAA4,9/22/11,9/22/11,Confirmed
a02d0000005WECFAA4,10/21/11,10/21/11,Confirmed
a02d0000005WEDxAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEDzAAO,9/22/11,9/22/11,Confirmed
a02d0000005WEE0AAO,11/3/11,11/3/11,Confirmed
a02d0000005WEE1AAO,9/23/11,9/23/11,Confirmed
a02d0000005WEE2AAO,10/21/11,10/21/11,Confirmed
a02d0000005WEFiAAO,8/26/11,8/26/11,Confirmed
a02d0000005WEFlAAO,12/22/11,12/22/11,Confirmed
a02d0000005WEFmAAO,5/11/12,5/11/12,Confirmed
a02d0000005WEFnAAO,4/20/12,4/20/12,Confirmed
a02d0000005WEFoAAO,8/30/12,8/30/12,Confirmed
a02d0000005WEHbAAO,4/22/11,4/22/11,Confirmed
a02d0000005WEHcAAO,6/8/11,6/8/11,Confirmed
a02d0000005WEHeAAO,8/26/11,8/26/11,Confirmed
a02d0000005WEHgAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEHhAAO,11/3/11,11/3/11,Confirmed
a02d0000005WEJMAA4,2/6/12,2/6/12,Confirmed
a02d0000005WEJNAA4,4/6/12,4/6/12,Confirmed
a02d0000005WEJOAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEJPAA4,11/3/11,11/3/11,Confirmed
a02d0000005WEJQAA4,2/24/12,2/24/12,Confirmed
a02d0000005WELTAA4,9/22/11,9/22/11,Confirmed
a02d0000005WELVAA4,5/2/11,5/2/11,Confirmed
a02d0000005WELYAA4,5/21/11,5/21/11,Confirmed
a02d0000005WENFAA4,8/30/11,8/30/11,Confirmed
a02d0000005WENHAA4,6/13/11,6/13/11,Confirmed
a02d0000005WENIAA4,6/17/11,6/17/11,Confirmed
a02d0000005WENJAA4,4/28/11,4/28/11,Confirmed
a02d0000005WENKAA4,8/1/11,8/1/11,Confirmed
a02d0000005WEP8AAO,6/29/11,6/29/11,Confirmed
a02d0000005WEPAAA4,1/29/11,1/29/11,Confirmed
a02d0000005WEPBAA4,1/10/11,1/10/11,Confirmed
a02d0000005WEPDAA4,2/24/12,2/24/12,Confirmed
a02d0000005WERHAA4,7/13/12,7/13/12,Confirmed
a02d0000005WERJAA4,5/11/12,5/11/12,Confirmed
a02d0000005WERKAA4,6/25/12,6/25/12,Confirmed
a02d0000005WERNAA4,6/25/12,6/25/12,Confirmed
a02d0000005WEROAA4,5/4/12,5/4/12,Confirmed
a02d0000005WERPAA4,9/14/12,9/14/12,Confirmed
a02d0000005WET7AAO,11/3/11,11/3/11,Confirmed
a02d0000005WET8AAO,9/22/11,9/22/11,Confirmed
a02d0000005WET9AAO,9/22/11,9/22/11,Confirmed
a02d0000005WETAAA4,10/28/11,10/28/11,Confirmed
a02d0000005WETBAA4,1/25/11,1/25/11,Confirmed
a02d0000005WETCAA4,9/27/11,9/27/11,Confirmed
a02d0000005WE0EAAW,6/29/11,6/29/11,Confirmed
a02d0000005WE0GAAW,7/8/11,7/8/11,Confirmed
a02d0000005WE0HAAW,8/26/11,8/26/11,Confirmed
a02d0000005WE0JAAW,8/26/11,8/26/11,Confirmed
a02d0000005WE1yAAG,3/24/11,3/24/11,Confirmed
a02d0000005WE1zAAG,2/16/11,2/16/11,Confirmed
a02d0000005WE21AAG,6/8/11,6/8/11,Confirmed
a02d0000005WE24AAG,4/1/11,4/1/11,Confirmed
a02d0000005WE3pAAG,2/10/12,2/10/12,Confirmed
a02d0000005WE3rAAG,2/17/12,2/17/12,Confirmed
a02d0000005WE3tAAG,2/6/12,2/6/12,Confirmed
a02d0000005WE3uAAG,1/20/12,1/20/12,Confirmed
a02d0000005WE3vAAG,11/18/11,11/18/11,Confirmed
a02d0000005WE5cAAG,10/3/11,10/3/11,Confirmed
a02d0000005WE5dAAG,10/12/12,10/12/12,Confirmed
a02d0000005WE5eAAG,8/26/11,8/26/11,Confirmed
a02d0000005WE5fAAG,9/16/11,9/16/11,Confirmed
a02d0000005WE5gAAG,9/1/11,9/1/11,Confirmed
a02d0000005WE5hAAG,11/3/11,11/3/11,Confirmed
a02d0000005WE7bAAG,9/22/11,9/22/11,Confirmed
a02d0000005WE7cAAG,10/28/11,10/28/11,Confirmed
